Error,Wind,dError_fixed,Correction
-8,7.5,0,0
-8,8,0,0
-8,8.5,0,0
-8,9,0,0
-8,9.5,0,0
-8,10,0,0
-7.5,-10,0,-6
-7.5,-9.5,0,-6
-7.5,-9,0,-6
-7.5,-8.5,0,-6
-7.5,-8,0,-6
-7.5,-7.5,0,-6
-7.5,-7,0,-6
-7.5,-6.5,0,-6
-7.5,-6,0,-6
-7.5,-5.5,0,-6
-7.5,-5,0,-6
-7.5,-4.5,0,0
-7.5,-4,0,0
-7.5,-3.5,0,0
-7.5,-3,0,0
-7.5,-2.5,0,0
-7.5,-2,0,0
-7.5,-1.5,0,0
-7.5,-1,0,-2.50804
-7.5,-0.5,0,-3.41266
-7.5,0,0,-3.41266
-7.5,0.5,0,-3.41266
-7.5,1,0,-2.50804
-7.5,1.5,0,0
-7.5,2,0,0
-7.5,2.5,0,0
-7.5,3,0,0
-7.5,3.5,0,0
-7.5,4,0,0
-7.5,4.5,0,0
-7.5,5,0,0
-7.5,5.5,0,0
-7.5,6,0,0
-7.5,6.5,0,0
-7.5,7,0,0
-7.5,7.5,0,0
-7.5,8,0,0
-7.5,8.5,0,0
-7.5,9,0,0
-7.5,9.5,0,0
-7.5,10,0,0
-7,-10,0,-6
-7,-9.5,0,-6
-7,-9,0,-6
-7,-8.5,0,-6
-7,-8,0,-6
-7,-7.5,0,-6
-7,-7,0,-6
-7,-6.5,0,-6
-7,-6,0,-6
-7,-5.5,0,-6
-7,-5,0,-6
-7,-4.5,0,0
-7,-4,0,0
-7,-3.5,0,0
-7,-3,0,0
-7,-2.5,0,0
-7,-2,0,0
-7,-1.5,0,0
-7,-1,0,-2.21954
-7,-0.5,0,-3.19553
-7,0,0,-3.19553
-7,0.5,0,-3.19553
-7,1,0,-2.21954
-7,1.5,0,0
-7,2,0,0
-7,2.5,0,0
-7,3,0,0
-7,3.5,0,0
-7,4,0,0
-7,4.5,0,0
-7,5,0,0
-7,5.5,0,0
-7,6,0,0
-7,6.5,0,0
-7,7,0,0
-7,7.5,0,0
-7,8,0,0
-7,8.5,0,0
-7,9,0,0
-7,9.5,0,0
-7,10,0,0
-6.5,-10,0,-6
-6.5,-9.5,0,-6
-6.5,-9,0,-6
-6.5,-8.5,0,-6
-6.5,-8,0,-6
-6.5,-7.5,0,-6
-6.5,-7,0,-6
-6.5,-6.5,0,-6
-6.5,-6,0,-6
-6.5,-5.5,0,-6
-6.5,-5,0,-6
-6.5,-4.5,0,0
-6.5,-4,0,0
-6.5,-3.5,0,0
-6.5,-3,0,0
-6.5,-2.5,0,0
-6.5,-2,0,0
-6.5,-1.5,0,0
-6.5,-1,0,-2.19828
-6.5,-0.5,0,-2.57965
-6.5,0,0,-2.57965
-6.5,0.5,0,-2.57965
-6.5,1,0,-2.19828
-6.5,1.5,0,0
-6.5,2,0,0
-6.5,2.5,0,0
-6.5,3,0,0
-6.5,3.5,0,0
-6.5,4,0,0
-6.5,4.5,0,0
-6.5,5,0,0
-6.5,5.5,0,0
-6.5,6,0,0
-6.5,6.5,0,0
-6.5,7,0,0
-6.5,7.5,0,0
-6.5,8,0,0
-6.5,8.5,0,0
-6.5,9,0,0
-6.5,9.5,0,0
-6.5,10,0,0
-6,-10,0,-6
-6,-9.5,0,-6
-6,-9,0,-6
-6,-8.5,0,-6
-6,-8,0,-6
-6,-7.5,0,-6
-6,-7,0,-6
-6,-6.5,0,-6
-6,-6,0,-6
-6,-5.5,0,-6
-6,-5,0,-6
-6,-4.5,0,0
-6,-4,0,0
-6,-3.5,0,0
-6,-3,0,0
-6,-2.5,0,0
-6,-2,0,0
-6,-1.5,0,0
-6,-1,0,-1.88298
-6,-0.5,0,-1.66195
-6,0,0,-1.66195
-6,0.5,0,-1.66195
-6,1,0,-1.88298
-6,1.5,0,0
-6,2,0,0
-6,2.5,0,0
-6,3,0,0
-6,3.5,0,0
-6,4,0,0
-6,4.5,0,0
-6,5,0,0
-6,5.5,0,0
-6,6,0,0
-6,6.5,0,0
-6,7,0,0
-6,7.5,0,0
-6,8,0,0
-6,8.5,0,0
-6,9,0,0
-6,9.5,0,0
-6,10,0,0
-5.5,-10,0,0
-5.5,-9.5,0,0
-5.5,-9,0,0
-5.5,-8.5,0,0
-5.5,-8,0,0
-5.5,-7.5,0,0
-5.5,-7,0,0
-5.5,-6.5,0,0
-5.5,-6,0,0
-5.5,-5.5,0,0
-5.5,-5,0,0
-5.5,-4.5,0,0
-5.5,-4,0,0
-5.5,-3.5,0,0
-5.5,-3,0,0
-5.5,-2.5,0,0
-5.5,-2,0,0
-5.5,-1.5,0,0
-5.5,-1,0,-1.08621
-5.5,-0.5,0,-1.35366
-5.5,0,0,-1.35953
-5.5,0.5,0,-1.35366
-5.5,1,0,-1.08621
-5.5,1.5,0,0
-5.5,2,0,0
-5.5,2.5,0,0
-5.5,3,0,0
-5.5,3.5,0,0
-5.5,4,0,0
-5.5,4.5,0,0
-5.5,5,0,0
-5.5,5.5,0,0
-5.5,6,0,0
-5.5,6.5,0,0
-5.5,7,0,0
-5.5,7.5,0,0
-5.5,8,0,0
-5.5,8.5,0,0
-5.5,9,0,0
-5.5,9.5,0,0
-5.5,10,0,0
-5,-10,0,0
-5,-9.5,0,0
-5,-9,0,0
-5,-8.5,0,0
-5,-8,0,0
-5,-7.5,0,0
-5,-7,0,0
-5,-6.5,0,0
-5,-6,0,0
-5,-5.5,0,0
-5,-5,0,0
-5,-4.5,0,0
-5,-4,0,0
-5,-3.5,0,0
-5,-3,0,0
-5,-2.5,0,0
-5,-2,0,0
-5,-1.5,0,0
-5,-1,0,-1.08621
-5,-0.5,0,-1.35366
-5,0,0,-1.37463
-5,0.5,0,-1.35366
-5,1,0,-1.08621
-5,1.5,0,0
-5,2,0,0
-5,2.5,0,0
-5,3,0,0
-5,3.5,0,0
-5,4,0,0
-5,4.5,0,0
-5,5,0,0
-5,5.5,0,0
-5,6,0,0
-5,6.5,0,0
-5,7,0,0
-5,7.5,0,0
-5,8,0,0
-5,8.5,0,0
-5,9,0,0
-5,9.5,0,0
-5,10,0,0
-4.5,-10,0,0
-4.5,-9.5,0,0
-4.5,-9,0,0
-4.5,-8.5,0,0
-4.5,-8,0,0
-4.5,-7.5,0,0
-4.5,-7,0,0
-4.5,-6.5,0,0
-4.5,-6,0,0
-4.5,-5.5,0,0
-4.5,-5,0,0
-4.5,-4.5,0,0
-4.5,-4,0,0
-4.5,-3.5,0,0
-4.5,-3,0,0
-4.5,-2.5,0,0
-4.5,-2,0,0
-4.5,-1.5,0,0
-4.5,-1,0,-1.08621
-4.5,-0.5,0,-1.35366
-4.5,0,0,-1.38679
-4.5,0.5,0,-1.35366
-4.5,1,0,-1.08621
-4.5,1.5,0,0
-4.5,2,0,0
-4.5,2.5,0,0
-4.5,3,0,0
-4.5,3.5,0,0
-4.5,4,0,0
-4.5,4.5,0,0
-4.5,5,0,0
-4.5,5.5,0,0
-4.5,6,0,0
-4.5,6.5,0,0
-4.5,7,0,0
-4.5,7.5,0,0
-4.5,8,0,0
-4.5,8.5,0,0
-4.5,9,0,0
-4.5,9.5,0,0
-4.5,10,0,0
-4,-10,0,0
-4,-9.5,0,0
-4,-9,0,0
-4,-8.5,0,0
-4,-8,0,0
-4,-7.5,0,0
-4,-7,0,0
-4,-6.5,0,0
-4,-6,0,0
-4,-5.5,0,0
-4,-5,0,0
-4,-4.5,0,0
-4,-4,0,0
-4,-3.5,0,0
-4,-3,0,0
-4,-2.5,0,0
-4,-2,0,0
-4,-1.5,0,0
-4,-1,0,-1.08621
-4,-0.5,0,-1.35366
-4,0,0,-1.37755
-4,0.5,0,-1.35366
-4,1,0,-1.08621
-4,1.5,0,0
-4,2,0,0
-4,2.5,0,0
-4,3,0,0
-4,3.5,0,0
-4,4,0,0
-4,4.5,0,0
-4,5,0,0
-4,5.5,0,0
-4,6,0,0
-4,6.5,0,0
-4,7,0,0
-4,7.5,0,0
-4,8,0,0
-4,8.5,0,0
-4,9,0,0
-4,9.5,0,0
-4,10,0,0
-3.5,-10,0,0
-3.5,-9.5,0,0
-3.5,-9,0,0
-3.5,-8.5,0,0
-3.5,-8,0,0
-3.5,-7.5,0,0
-3.5,-7,0,0
-3.5,-6.5,0,0
-3.5,-6,0,0
-3.5,-5.5,0,0
-3.5,-5,0,0
-3.5,-4.5,0,0
-3.5,-4,0,0
-3.5,-3.5,0,0
-3.5,-3,0,0
-3.5,-2.5,0,0
-3.5,-2,0,0
-3.5,-1.5,0,0
-3.5,-1,0,-1.08621
-3.5,-0.5,0,-1.35366
-3.5,0,0,-1.36667
-3.5,0.5,0,-1.35366
-3.5,1,0,-1.08621
-3.5,1.5,0,0
-3.5,2,0,0
-3.5,2.5,0,0
-3.5,3,0,0
-3.5,3.5,0,0
-3.5,4,0,0
-3.5,4.5,0,0
-3.5,5,0,0
-3.5,5.5,0,0
-3.5,6,0,0
-3.5,6.5,0,0
-3.5,7,0,0
-3.5,7.5,0,0
-3.5,8,0,0
-3.5,8.5,0,0
-3.5,9,0,0
-3.5,9.5,0,0
-3.5,10,0,0
-3,-10,0,0
-3,-9.5,0,0
-3,-9,0,0
-3,-8.5,0,0
-3,-8,0,0
-3,-7.5,0,0
-3,-7,0,0
-3,-6.5,0,0
-3,-6,0,0
-3,-5.5,0,0
-3,-5,0,0
-3,-4.5,0,0
-3,-4,0,0
-3,-3.5,0,0
-3,-3,0,0
-3,-2.5,0,0
-3,-2,0,0
-3,-1.5,0,0
-3,-1,0,-1.08621
-3,-0.5,0,-1.35366
-3,0,0,-1.35366
-3,0.5,0,-1.35366
-3,1,0,-1.08621
-3,1.5,0,0
-3,2,0,0
-3,2.5,0,0
-3,3,0,0
-3,3.5,0,0
-3,4,0,0
-3,4.5,0,0
-3,5,0,0
-3,5.5,0,0
-3,6,0,0
-3,6.5,0,0
-3,7,0,0
-3,7.5,0,0
-3,8,0,0
-3,8.5,0,0
-3,9,0,0
-3,9.5,0,0
-3,10,0,0
-2.5,-10,0,0
-2.5,-9.5,0,0
-2.5,-9,0,0
-2.5,-8.5,0,0
-2.5,-8,0,0
-2.5,-7.5,0,0
-2.5,-7,0,0
-2.5,-6.5,0,0
-2.5,-6,0,0
-2.5,-5.5,0,0
-2.5,-5,0,0
-2.5,-4.5,0,0
-2.5,-4,0,0
-2.5,-3.5,0,0
-2.5,-3,0,0
-2.5,-2.5,0,0
-2.5,-2,0,0
-2.5,-1.5,0,0
-2.5,-1,0,-1.08621
-2.5,-0.5,0,-1.33784
-2.5,0,0,-1.33784
-2.5,0.5,0,-1.33784
-2.5,1,0,-1.08621
-2.5,1.5,0,0
-2.5,2,0,0
-2.5,2.5,0,0
-2.5,3,0,0
-2.5,3.5,0,0
-2.5,4,0,0
-2.5,4.5,0,0
-2.5,5,0,0
-2.5,5.5,0,0
-2.5,6,0,0
-2.5,6.5,0,0
-2.5,7,0,0
-2.5,7.5,0,0
-2.5,8,0,0
-2.5,8.5,0,0
-2.5,9,0,0
-2.5,9.5,0,0
-2.5,10,0,0
-2,-10,0,0
-2,-9.5,0,0
-2,-9,0,0
-2,-8.5,0,0
-2,-8,0,0
-2,-7.5,0,0
-2,-7,0,0
-2,-6.5,0,0
-2,-6,0,0
-2,-5.5,0,0
-2,-5,0,0
-2,-4.5,0,0
-2,-4,0,0
-2,-3.5,0,0
-2,-3,0,0
-2,-2.5,0,0
-2,-2,0,0
-2,-1.5,0,0
-2,-1,0,-1.08621
-2,-0.5,0,-1.31818
-2,0,0,-1.31818
-2,0.5,0,-1.31818
-2,1,0,-1.08621
-2,1.5,0,0
-2,2,0,0
-2,2.5,0,0
-2,3,0,0
-2,3.5,0,0
-2,4,0,0
-2,4.5,0,0
-2,5,0,0
-2,5.5,0,0
-2,6,0,0
-2,6.5,0,0
-2,7,0,0
-2,7.5,0,0
-2,8,0,0
-2,8.5,0,0
-2,9,0,0
-2,9.5,0,0
-2,10,0,0
-1.5,-10,0,-1.5
-1.5,-9.5,0,-1.5
-1.5,-9,0,-1.5
-1.5,-8.5,0,-1.5
-1.5,-8,0,-1.5
-1.5,-7.5,0,-1.5
-1.5,-7,0,-1.5
-1.5,-6.5,0,-1.5
-1.5,-6,0,-1.5
-1.5,-5.5,0,-1.5
-1.5,-5,0,-1.5
-1.5,-4.5,0,-1.5
-1.5,-4,0,-1.5
-1.5,-3.5,0,-1.5
-1.5,-3,0,-1.5
-1.5,-2.5,0,-1.5
-1.5,-2,0,-1.5
-1.5,-1.5,0,-1.5
-1.5,-1,0,-0.690476
-1.5,-0.5,0,-1.0678
-1.5,0,0,-1.03636
-1.5,0.5,0,-0.966102
-1.5,1,0,-0.309524
-1.5,1.5,0,1.5
-1.5,2,0,1.5
-1.5,2.5,0,1.5
-1.5,3,0,1.5
-1.5,3.5,0,1.5
-1.5,4,0,1.5
-1.5,4.5,0,1.5
-1.5,5,0,1.5
-1.5,5.5,0,1.5
-1.5,6,0,1.5
-1.5,6.5,0,1.5
-1.5,7,0,1.5
-1.5,7.5,0,1.5
-1.5,8,0,1.5
-1.5,8.5,0,1.5
-1.5,9,0,1.5
-1.5,9.5,0,1.5
-1.5,10,0,1.5
-1,-10,0,-1.5
-1,-9.5,0,-1.5
-1,-9,0,-1.5
-1,-8.5,0,-1.5
-1,-8,0,-1.5
-1,-7.5,0,-1.5
-1,-7,0,-1.5
-1,-6.5,0,-1.5
-1,-6,0,-1.5
-1,-5.5,0,-1.5
-1,-5,0,-1.5
-1,-4.5,0,-1.5
-1,-4,0,-1.5
-1,-3.5,0,-1.5
-1,-3,0,-1.5
-1,-2.5,0,-1.5
-1,-2,0,-1.5
-1,-1.5,0,-1.5
-1,-1,0,-0.590164
-1,-0.5,0,-0.47619
-1,0,0,-0.40678
-1,0.5,0,-0.285714
-1,1,0,-0.196721
-1,1.5,0,1.5
-1,2,0,1.5
-1,2.5,0,1.5
-1,3,0,1.5
-1,3.5,0,1.5
-1,4,0,1.5
-1,4.5,0,1.5
-1,5,0,1.5
-1,5.5,0,1.5
-1,6,0,1.5
-1,6.5,0,1.5
-1,7,0,1.5
-1,7.5,0,1.5
-1,8,0,1.5
-1,8.5,0,1.5
-1,9,0,1.5
-1,9.5,0,1.5
-1,10,0,1.5
-0.5,-10,0,-1.5
-0.5,-9.5,0,-1.5
-0.5,-9,0,-1.5
-0.5,-8.5,0,-1.5
-0.5,-8,0,-1.5
-0.5,-7.5,0,-1.5
-0.5,-7,0,-1.5
-0.5,-6.5,0,-1.5
-0.5,-6,0,-1.5
-0.5,-5.5,0,-1.5
-0.5,-5,0,-1.5
-0.5,-4.5,0,-1.5
-0.5,-4,0,-1.5
-0.5,-3.5,0,-1.5
-0.5,-3,0,-1.5
-0.5,-2.5,0,-1.5
-0.5,-2,0,-1.5
-0.5,-1.5,0,-1.5
-0.5,-1,0,-0.489796
-0.5,-0.5,0,-0.157895
-0.5,0,0,-0.107143
-0.5,0.5,0,-0.0526316
-0.5,1,0,0
-0.5,1.5,0,1.5
-0.5,2,0,1.5
-0.5,2.5,0,1.5
-0.5,3,0,1.5
-0.5,3.5,0,1.5
-0.5,4,0,1.5
-0.5,4.5,0,1.5
-0.5,5,0,1.5
-0.5,5.5,0,1.5
-0.5,6,0,1.5
-0.5,6.5,0,1.5
-0.5,7,0,1.5
-0.5,7.5,0,1.5
-0.5,8,0,1.5
-0.5,8.5,0,1.5
-0.5,9,0,1.5
-0.5,9.5,0,1.5
-0.5,10,0,1.5
0,-10,0,-1.5
0,-9.5,0,-1.5
0,-9,0,-1.5
0,-8.5,0,-1.5
0,-8,0,-1.5
0,-7.5,0,-1.5
0,-7,0,-1.5
0,-6.5,0,-1.5
0,-6,0,-1.5
0,-5.5,0,-1.5
0,-5,0,-1.5
0,-4.5,0,-1.5
0,-4,0,-1.5
0,-3.5,0,-1.5
0,-3,0,-1.5
0,-2.5,0,-1.5
0,-2,0,-1.5
0,-1.5,0,-1.5
0,-1,0,-0.324324
0,-0.5,0,-0.0666667
0,0,0,0
0,0.5,0,0.0666667
0,1,0,0.324324
0,1.5,0,1.5
0,2,0,1.5
0,2.5,0,1.5
0,3,0,1.5
0,3.5,0,1.5
0,4,0,1.5
0,4.5,0,1.5
0,5,0,1.5
0,5.5,0,1.5
0,6,0,1.5
0,6.5,0,1.5
0,7,0,1.5
0,7.5,0,1.5
0,8,0,1.5
0,8.5,0,1.5
0,9,0,1.5
0,9.5,0,1.5
0,10,0,1.5
0.5,-10,0,-1.5
0.5,-9.5,0,-1.5
0.5,-9,0,-1.5
0.5,-8.5,0,-1.5
0.5,-8,0,-1.5
0.5,-7.5,0,-1.5
0.5,-7,0,-1.5
0.5,-6.5,0,-1.5
0.5,-6,0,-1.5
0.5,-5.5,0,-1.5
0.5,-5,0,-1.5
0.5,-4.5,0,-1.5
0.5,-4,0,-1.5
0.5,-3.5,0,-1.5
0.5,-3,0,-1.5
0.5,-2.5,0,-1.5
0.5,-2,0,-1.5
0.5,-1.5,0,-1.5
0.5,-1,0,-0.122449
0.5,-0.5,0,0
0.5,0,0,0.0535714
0.5,0.5,0,0.105263
0.5,1,0,0.367347
0.5,1.5,0,1.5
0.5,2,0,1.5
0.5,2.5,0,1.5
0.5,3,0,1.5
0.5,3.5,0,1.5
0.5,4,0,1.5
0.5,4.5,0,1.5
0.5,5,0,1.5
0.5,5.5,0,1.5
0.5,6,0,1.5
0.5,6.5,0,1.5
0.5,7,0,1.5
0.5,7.5,0,1.5
0.5,8,0,1.5
0.5,8.5,0,1.5
0.5,9,0,1.5
0.5,9.5,0,1.5
0.5,10,0,1.5
1,-10,0,-1.5
1,-9.5,0,-1.5
1,-9,0,-1.5
1,-8.5,0,-1.5
1,-8,0,-1.5
1,-7.5,0,-1.5
1,-7,0,-1.5
1,-6.5,0,-1.5
1,-6,0,-1.5
1,-5.5,0,-1.5
1,-5,0,-1.5
1,-4.5,0,-1.5
1,-4,0,-1.5
1,-3.5,0,-1.5
1,-3,0,-1.5
1,-2.5,0,-1.5
1,-2,0,-1.5
1,-1.5,0,-1.5
1,-1,0,0
1,-0.5,0,0.0952381
1,0,0,0.20339
1,0.5,0,0.285714
1,1,0,0.393443
1,1.5,0,1.5
1,2,0,1.5
1,2.5,0,1.5
1,3,0,1.5
1,3.5,0,1.5
1,4,0,1.5
1,4.5,0,1.5
1,5,0,1.5
1,5.5,0,1.5
1,6,0,1.5
1,6.5,0,1.5
1,7,0,1.5
1,7.5,0,1.5
1,8,0,1.5
1,8.5,0,1.5
1,9,0,1.5
1,9.5,0,1.5
1,10,0,1.5
1.5,-10,0,-1.5
1.5,-9.5,0,-1.5
1.5,-9,0,-1.5
1.5,-8.5,0,-1.5
1.5,-8,0,-1.5
1.5,-7.5,0,-1.5
1.5,-7,0,-1.5
1.5,-6.5,0,-1.5
1.5,-6,0,-1.5
1.5,-5.5,0,-1.5
1.5,-5,0,-1.5
1.5,-4.5,0,-1.5
1.5,-4,0,-1.5
1.5,-3.5,0,-1.5
1.5,-3,0,-1.5
1.5,-2.5,0,-1.5
1.5,-2,0,-1.5
1.5,-1.5,0,-1.5
1.5,-1,0,0.0714286
1.5,-0.5,0,0.838983
1.5,0,0,0.9
1.5,0.5,0,0.940678
1.5,1,0,0.452381
1.5,1.5,0,1.5
1.5,2,0,1.5
1.5,2.5,0,1.5
1.5,3,0,1.5
1.5,3.5,0,1.5
1.5,4,0,1.5
1.5,4.5,0,1.5
1.5,5,0,1.5
1.5,5.5,0,1.5
1.5,6,0,1.5
1.5,6.5,0,1.5
1.5,7,0,1.5
1.5,7.5,0,1.5
1.5,8,0,1.5
1.5,8.5,0,1.5
1.5,9,0,1.5
1.5,9.5,0,1.5
1.5,10,0,1.5
2,-10,0,0
2,-9.5,0,0
2,-9,0,0
2,-8.5,0,0
2,-8,0,0
2,-7.5,0,0
2,-7,0,0
2,-6.5,0,0
2,-6,0,0
2,-5.5,0,0
2,-5,0,0
2,-4.5,0,0
2,-4,0,0
2,-3.5,0,0
2,-3,0,0
2,-2.5,0,0
2,-2,0,0
2,-1.5,0,0
2,-1,0,0.568966
2,-0.5,0,1.09091
2,0,0,1.09091
2,0.5,0,1.09091
2,1,0,0.568966
2,1.5,0,0
2,2,0,0
2,2.5,0,0
2,3,0,0
2,3.5,0,0
2,4,0,0
2,4.5,0,0
2,5,0,0
2,5.5,0,0
2,6,0,0
2,6.5,0,0
2,7,0,0
2,7.5,0,0
2,8,0,0
2,8.5,0,0
2,9,0,0
2,9.5,0,0
2,10,0,0
2.5,-10,0,0
2.5,-9.5,0,0
2.5,-9,0,0
2.5,-8.5,0,0
2.5,-8,0,0
2.5,-7.5,0,0
2.5,-7,0,0
2.5,-6.5,0,0
2.5,-6,0,0
2.5,-5.5,0,0
2.5,-5,0,0
2.5,-4.5,0,0
2.5,-4,0,0
2.5,-3.5,0,0
2.5,-3,0,0
2.5,-2.5,0,0
2.5,-2,0,0
2.5,-1.5,0,0
2.5,-1,0,0.568966
2.5,-0.5,0,1.13514
2.5,0,0,1.13514
2.5,0.5,0,1.13514
2.5,1,0,0.568966
2.5,1.5,0,0
2.5,2,0,0
2.5,2.5,0,0
2.5,3,0,0
2.5,3.5,0,0
2.5,4,0,0
2.5,4.5,0,0
2.5,5,0,0
2.5,5.5,0,0
2.5,6,0,0
2.5,6.5,0,0
2.5,7,0,0
2.5,7.5,0,0
2.5,8,0,0
2.5,8.5,0,0
2.5,9,0,0
2.5,9.5,0,0
2.5,10,0,0
3,-10,0,0
3,-9.5,0,0
3,-9,0,0
3,-8.5,0,0
3,-8,0,0
3,-7.5,0,0
3,-7,0,0
3,-6.5,0,0
3,-6,0,0
3,-5.5,0,0
3,-5,0,0
3,-4.5,0,0
3,-4,0,0
3,-3.5,0,0
3,-3,0,0
3,-2.5,0,0
3,-2,0,0
3,-1.5,0,0
3,-1,0,0.568966
3,-0.5,0,1.17073
3,0,0,1.17073
3,0.5,0,1.17073
3,1,0,0.568966
3,1.5,0,0
3,2,0,0
3,2.5,0,0
3,3,0,0
3,3.5,0,0
3,4,0,0
3,4.5,0,0
3,5,0,0
3,5.5,0,0
3,6,0,0
3,6.5,0,0
3,7,0,0
3,7.5,0,0
3,8,0,0
3,8.5,0,0
3,9,0,0
3,9.5,0,0
3,10,0,0
3.5,-10,0,0
3.5,-9.5,0,0
3.5,-9,0,0
3.5,-8.5,0,0
3.5,-8,0,0
3.5,-7.5,0,0
3.5,-7,0,0
3.5,-6.5,0,0
3.5,-6,0,0
3.5,-5.5,0,0
3.5,-5,0,0
3.5,-4.5,0,0
3.5,-4,0,0
3.5,-3.5,0,0
3.5,-3,0,0
3.5,-2.5,0,0
3.5,-2,0,0
3.5,-1.5,0,0
3.5,-1,0,0.568966
3.5,-0.5,0,1.17073
3.5,0,0,1.2
3.5,0.5,0,1.17073
3.5,1,0,0.568966
3.5,1.5,0,0
3.5,2,0,0
3.5,2.5,0,0
3.5,3,0,0
3.5,3.5,0,0
3.5,4,0,0
3.5,4.5,0,0
